Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2023,Kings,NY,Passenger,3,0,3,65,68,4.41
April 30 2017,Mason,WA,Passenger,49,62,111,42977,43088,0.26
April 30 2025,Monroe,WI,Passenger,1,1,2,12,14,14.29
December 31 2024,Sarpy,NE,Passenger,0,1,1,64,65,1.54
December 31 2025,Hamilton,OH,Passenger,2,0,2,36,38,5.26
March 31 2019,Washoe,NV,Passenger,2,0,2,115,117,1.71
January 31 2020,Klickitat,WA,Truck,0,0,0,8290,8290,0
January 31 2022,Yakima,WA,Truck,0,0,0,61544,61544,0
May 31 2024,San Joaquin,CA,Passenger,0,1,1,100,101,0.99
August 31 2020,Essex,MA,Passenger,1,0,1,24,25,4
January 31 2022,Juneau,AK,Passenger,0,1,1,36,37,2.7
July 31 2022,Adams,WA,Truck,1,0,1,5450,5451,0.02
July 31 2018,Hawaii,HI,Passenger,1,0,1,81,82,1.22
September 30 2021,Cameron,TX,Passenger,1,0,1,28,29,3.45
September 30 2024,Bernalillo,NM,Passenger,1,0,1,82,83,1.2
December 31 2024,Doña Ana,NM,Passenger,0,1,1,11,12,8.33
March 31 2017,Dallas,TX,Passenger,1,1,2,216,218,0.92
April 30 2024,Wake,NC,Passenger,8,1,9,113,122,7.38
May 31 2020,Spokane,WA,Passenger,722,478,1200,314612,315812,0.38
November 30 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
May 31 2020,Skagit,WA,Truck,1,0,1,32356,32357,0
December 31 2021,Pinellas,FL,Passenger,0,1,1,108,109,0.92
August 31 2021,Anchorage,AK,Passenger,1,0,1,161,162,0.62
March 31 2024,Asotin,WA,Passenger,45,24,69,12144,12213,0.56
February 28 2022,Clark,WA,Truck,2,0,2,83597,83599,0
June 30 2022,Okanogan,WA,Passenger,80,50,130,26312,26442,0.49
December 31 2025,Houston,AL,Passenger,0,1,1,8,9,11.11
July 31 2025,Clay,MO,Passenger,1,0,1,14,15,6.67
December 31 2017,San Mateo,CA,Passenger,0,1,1,155,156,0.64
November 30 2019,Oklahoma,OK,Passenger,0,1,1,138,139,0.72
August 31 2019,Harnett,NC,Passenger,1,1,2,213,215,0.93
December 31 2022,Dallas,TX,Truck,1,0,1,19,20,5
September 30 2019,Volusia,FL,Passenger,0,1,1,42,43,2.33
January 31 2018,Jefferson,WA,Truck,0,0,0,9477,9477,0
May 31 2021,Frederick,MD,Passenger,1,1,2,64,66,3.03
May 31 2022,Asotin,WA,Truck,0,0,0,6683,6683,0
June 30 2017,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
September 30 2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68
June 30 2025,Fairfax,VA,Passenger,25,7,32,560,592,5.41
September 30 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
September 30 2020,Mohave,AZ,Passenger,1,0,1,83,84,1.19
June 30 2019,Cowlitz,WA,Passenger,98,108,206,72976,73182,0.28
April 30 2024,Garfield,OK,Passenger,1,0,1,21,22,4.55
September 30 2021,Albemarle,VA,Passenger,2,0,2,23,25,8
November 30 2022,Monmouth,NJ,Passenger,1,0,1,24,25,4
June 30 2021,Grays Harbor,WA,Passenger,168,144,312,49392,49704,0.63
January 31 2017,Union,OH,Passenger,1,0,1,4,5,20
February 28 2017,Alameda,CA,Passenger,3,1,4,392,396,1.01
April 30 2022,Jefferson,WA,Passenger,415,211,626,24673,25299,2.47
September 30 2018,Pacific,WA,Passenger,18,22,40,15719,15759,0.25
January 31 2023,Virginia Beach,VA,Truck,1,0,1,134,135,0.74
November 30 2020,Yakima,WA,Passenger,166,122,288,166842,167130,0.17
January 31 2024,Mason,WA,Truck,19,0,19,20368,20387,0.09
February 29 2024,Thurston,WA,Passenger,4003,1447,5450,188204,193654,2.81
January 31 2022,Franklin,WA,Passenger,169,101,270,62044,62314,0.43
December 31 2017,Pend Oreille,WA,Passenger,3,4,7,9440,9447,0.07
December 31 2021,Pima,AZ,Passenger,1,1,2,335,337,0.59
July 31 2025,Alachua,FL,Passenger,0,1,1,8,9,11.11
October 31 2017,Pierce,WA,Truck,0,0,0,136947,136947,0
December 31 2018,Virginia Beach,VA,Passenger,2,1,3,693,696,0.43
February 28 2023,Williamsburg,VA,Passenger,0,1,1,9,10,10
June 30 2023,Horry,SC,Passenger,1,0,1,21,22,4.55
June 30 2018,Adams,WA,Passenger,5,5,10,12603,12613,0.08
August 31 2017,Kent,MI,Passenger,0,1,1,40,41,2.44
May 31 2023,Cascade,MT,Passenger,0,1,1,51,52,1.92
February 29 2024,Cumberland,ME,Passenger,1,1,2,15,17,11.76
April 30 2025,Spokane,WA,Passenger,4600,1999,6599,319823,326422,2.02
May 31 2025,Columbia,WA,Truck,2,0,2,1570,1572,0.13
May 31 2018,Montgomery,TX,Passenger,1,0,1,71,72,1.39
April 30 2018,Lane,OR,Passenger,0,1,1,202,203,0.49
January 31 2022,Maui,HI,Passenger,1,0,1,28,29,3.45
August 31 2021,Harrison,MS,Passenger,2,0,2,60,62,3.23
December 31 2025,Richmond,GA,Passenger,1,2,3,45,48,6.25
October 31 2018,Washington,OR,Passenger,0,1,1,511,512,0.2
October 31 2021,Leavenworth,KS,Passenger,0,1,1,97,98,1.02
March 31 2019,Cowlitz,WA,Passenger,84,101,185,72507,72692,0.25
April 30 2019,Lincoln,WA,Passenger,3,6,9,7748,7757,0.12
May 31 2024,Jefferson,AL,Passenger,1,0,1,21,22,4.55
December 31 2021,Onslow,NC,Passenger,1,1,2,159,161,1.24
September 30 2021,Champaign,IL,Passenger,1,0,1,13,14,7.14
March 31 2023,El Paso,CO,Passenger,6,5,11,629,640,1.72
August 31 2023,Duval,FL,Truck,1,0,1,57,58,1.72
December 31 2025,Washoe,NV,Passenger,3,0,3,54,57,5.26
August 31 2018,Deschutes,OR,Passenger,2,0,2,189,191,1.05
January 31 2026,Boulder,CO,Passenger,1,0,1,19,20,5
January 31 2017,Pima,AZ,Passenger,0,2,2,503,505,0.4
December 31 2017,Moore,NC,Passenger,0,1,1,200,201,0.5
August 31 2022,Lee,FL,Passenger,1,0,1,49,50,2
February 29 2020,Juneau,AK,Passenger,0,2,2,38,40,5
February 28 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
February 28 2025,Asotin,WA,Truck,5,0,5,6550,6555,0.08
December 31 2021,Saratoga,NY,Passenger,1,0,1,54,55,1.82
October 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50
June 30 2024,Volusia,FL,Truck,1,0,1,4,5,20
December 31 2017,St. Lucie,FL,Passenger,1,0,1,26,27,3.7
May 31 2025,Pinal,AZ,Passenger,1,1,2,93,95,2.11
January 31 2022,Douglas,CO,Passenger,1,1,2,95,97,2.06
August 31 2023,St. Clair,IL,Passenger,1,1,2,115,117,1.71
March 31 2023,DuPage,IL,Passenger,9,1,10,49,59,16.95
September 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
August 31 2021,Garfield,WA,Passenger,0,3,3,1363,1366,0.22
March 31 2024,Snohomish,WA,Passenger,17499,3824,21323,524074,545397,3.91
April 30 2024,Williamsburg,VA,Passenger,0,1,1,4,5,20
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,3084,3111,0.87
April 30 2025,Prince George's,MD,Passenger,4,1,5,125,130,3.85
June 30 2022,Wabasha,MN,Passenger,0,1,1,0,1,100
July 31 2024,Grays Harbor,WA,Passenger,463,245,708,47776,48484,1.46
July 31 2023,Douglas,NE,Passenger,2,1,3,34,37,8.11
July 31 2023,Prince George's,MD,Truck,1,0,1,28,29,3.45
September 30 2017,Orange,FL,Passenger,1,1,2,162,164,1.22
May 31 2023,Columbia,WA,Passenger,9,1,10,2398,2408,0.42
May 31 2024,Horry,SC,Passenger,1,0,1,15,16,6.25
June 30 2023,Platte,MO,Passenger,1,1,2,22,24,8.33
December 31 2023,Tooele,UT,Passenger,2,0,2,14,16,12.5
April 30 2024,Multnomah,OR,Passenger,9,2,11,590,601,1.83
June 30 2025,Texas,MO,Passenger,1,0,1,2,3,33.33
August 31 2019,San Francisco,CA,Passenger,2,2,4,122,126,3.17
September 30 2024,San Mateo,CA,Truck,1,0,1,6,7,14.29
February 28 2025,La Plata,CO,Passenger,1,0,1,8,9,11.11
June 30 2024,Jefferson,LA,Passenger,1,0,1,26,27,3.7
April 30 2023,Baltimore,MD,Passenger,2,0,2,78,80,2.5
July 31 2020,Cumberland,NC,Passenger,0,3,3,471,474,0.63
April 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
September 30 2022,Fairfax,VA,Passenger,11,3,14,706,720,1.94
September 30 2021,Marion,IN,Passenger,1,0,1,54,55,1.82
December 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
June 30 2022,Cumberland,ME,Passenger,1,0,1,16,17,5.88
April 30 2020,Wise,TX,Passenger,1,0,1,9,10,10
May 31 2022,Riverside,CA,Passenger,11,0,11,610,621,1.77
October 31 2022,Dallas,TX,Passenger,1,0,1,152,153,0.65
February 29 2024,Pinal,AZ,Passenger,3,1,4,116,120,3.33
June 30 2023,Muscogee,GA,Passenger,1,2,3,142,145,2.07
February 29 2024,Yolo,CA,Passenger,4,0,4,40,44,9.09
May 31 2020,Mason,WA,Truck,0,0,0,20491,20491,0
December 31 2020,Pennington,SD,Passenger,1,0,1,35,36,2.78
May 31 2023,Spokane,WA,Truck,39,0,39,101384,101423,0.04
July 31 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
January 31 2017,Yakima,WA,Passenger,36,49,85,159884,159969,0.05
May 31 2021,Hillsborough,FL,Passenger,0,2,2,173,175,1.14
August 31 2020,Grant,WA,Truck,0,0,0,27219,27219,0
January 31 2017,Okaloosa,FL,Passenger,1,0,1,187,188,0.53
August 31 2021,Carroll,MD,Passenger,0,1,1,23,24,4.17
May 31 2018,Mercer,NJ,Passenger,0,1,1,17,18,5.56
December 31 2024,San Juan,WA,Passenger,814,245,1059,13446,14505,7.3
February 28 2021,Collier,FL,Passenger,1,0,1,27,28,3.57
May 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
June 30 2019,Mason,WA,Passenger,124,120,244,47140,47384,0.51
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
March 31 2025,James City,VA,Passenger,1,0,1,33,34,2.94
October 31 2022,Onslow,NC,Passenger,1,1,2,163,165,1.21
July 31 2023,San Luis Obispo,CA,Passenger,2,1,3,60,63,4.76
November 30 2025,Lincoln,WA,Passenger,46,33,79,7473,7552,1.05
July 31 2020,Lewis,WA,Truck,0,0,0,26271,26271,0
February 28 2026,James City,VA,Passenger,1,0,1,27,28,3.57
February 29 2020,Klamath,OR,Passenger,1,0,1,44,45,2.22
June 30 2021,San Joaquin,CA,Passenger,1,0,1,132,133,0.75
April 30 2024,Suffolk,VA,Passenger,2,1,3,109,112,2.68
September 30 2025,Tom Green,TX,Passenger,1,0,1,16,17,5.88
August 31 2024,Pacific,WA,Truck,12,0,12,7732,7744,0.15
January 31 2025,Saratoga,NY,Passenger,1,1,2,47,49,4.08
December 31 2018,Douglas,CO,Passenger,1,0,1,95,96,1.04
October 31 2025,Beaver,PA,Passenger,1,0,1,4,5,20
May 31 2025,Miller,MO,Passenger,2,0,2,1,3,66.67
September 30 2022,Grays Harbor,WA,Passenger,224,166,390,48669,49059,0.79
February 29 2024,Walla Walla,WA,Passenger,272,140,412,35321,35733,1.15
July 31 2020,San Joaquin,CA,Passenger,1,0,1,146,147,0.68
September 30 2021,Nassau,NY,Passenger,3,0,3,36,39,7.69
June 30 2025,Cumberland,NC,Passenger,3,0,3,320,323,0.93
June 30 2021,Kings,CA,Passenger,1,0,1,324,325,0.31
October 31 2020,Queens,NY,Passenger,1,0,1,61,62,1.61
December 31 2020,Garfield,WA,Passenger,0,2,2,1365,1367,0.15
March 31 2020,Collier,FL,Passenger,1,0,1,27,28,3.57
April 30 2025,Nueces,TX,Passenger,2,0,2,49,51,3.92
May 31 2020,Mason,WA,Passenger,157,137,294,47130,47424,0.62
October 31 2025,Clallam,WA,Passenger,1087,483,1570,48004,49574,3.17
April 30 2025,Horry,SC,Passenger,0,1,1,9,10,10
November 30 2021,Pennington,SD,Passenger,1,0,1,35,36,2.78
October 31 2022,Galveston,TX,Passenger,1,1,2,21,23,8.7
August 31 2020,Sussex,NJ,Passenger,1,0,1,2,3,33.33
May 31 2024,Prince George's,MD,Passenger,3,1,4,138,142,2.82
October 31 2019,Bexar,TX,Passenger,0,5,5,698,703,0.71
January 31 2026,Yolo,CA,Passenger,1,0,1,30,31,3.23
December 31 2022,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19
December 31 2025,Skagit,WA,Passenger,2203,737,2940,86834,89774,3.27
October 31 2021,Fairfax,VA,Passenger,7,4,11,745,756,1.46
September 30 2018,Snohomish,WA,Truck,1,0,1,121708,121709,0
September 30 2017,Kittitas,WA,Truck,0,0,0,13662,13662,0
April 30 2017,Tulare,CA,Passenger,1,0,1,197,198,0.51
May 31 2021,,,Passenger,5,2,7,392,399,1.75
November 30 2024,Johnson,MO,Passenger,1,0,1,32,33,3.03
April 30 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
June 30 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
April 30 2023,San Juan,WA,Truck,12,0,12,5923,5935,0.2
July 31 2020,Shasta,CA,Passenger,1,0,1,45,46,2.17
July 31 2024,Klickitat,WA,Passenger,214,90,304,15067,15371,1.98
July 31 2022,Muscogee,GA,Passenger,0,1,1,157,158,0.63
January 31 2024,Douglas,WA,Truck,10,0,10,13043,13053,0.08
March 31 2025,Whatcom,WA,Truck,176,0,176,42316,42492,0.41
September 30 2024,Miller,MO,Passenger,2,0,2,1,3,66.67
July 31 2024,Cumberland,PA,Passenger,1,0,1,45,46,2.17
June 30 2022,Sacramento,CA,Passenger,2,1,3,266,269,1.12
September 30 2023,Collin,TX,Passenger,9,0,9,80,89,10.11
February 28 2023,Franklin,WA,Passenger,274,128,402,61701,62103,0.65
August 31 2024,Ada,ID,Passenger,2,0,2,172,174,1.15
April 30 2021,Flathead,MT,Passenger,2,0,2,56,58,3.45
August 31 2017,Cobb,GA,Passenger,0,1,1,81,82,1.22
February 28 2025,Hoke,NC,Passenger,1,0,1,69,70,1.43
April 30 2022,Clark,NV,Passenger,8,3,11,729,740,1.49
January 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.5
September 30 2024,Camden,GA,Passenger,1,0,1,111,112,0.89
December 31 2024,Blaine,ID,Passenger,1,0,1,3,4,25
September 30 2023,Pend Oreille,WA,Truck,0,0,0,5585,5585,0
February 28 2026,Pend Oreille,WA,Passenger,71,26,97,8370,8467,1.15
March 31 2025,Jefferson,NY,Passenger,3,3,6,149,155,3.87
May 31 2018,Eagle,CO,Passenger,1,0,1,7,8,12.5
March 31 2022,Clackamas,OR,Passenger,2,0,2,207,209,0.96
August 31 2019,Riverside,CA,Passenger,3,2,5,721,726,0.69
November 30 2019,Albemarle,VA,Passenger,1,0,1,26,27,3.7
September 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50
February 28 2025,Kittitas,WA,Truck,55,0,55,14629,14684,0.37
June 30 2018,Essex,MA,Passenger,1,0,1,28,29,3.45
July 31 2017,Marion,OR,Passenger,1,0,1,170,171,0.58
March 31 2025,Benton,WA,Passenger,2153,887,3040,137644,140684,2.16
July 31 2017,Santa Clara,CA,Passenger,5,2,7,429,436,1.61
December 31 2020,Wahkiakum,WA,Passenger,6,7,13,3034,3047,0.43
September 30 2025,Santa Clara,CA,Passenger,21,5,26,193,219,11.87
June 30 2019,Benton,AR,Passenger,1,0,1,26,27,3.7
July 31 2019,Jefferson,IA,Passenger,1,0,1,3,4,25
June 30 2025,Pacific,WA,Passenger,169,122,291,15509,15800,1.84
October 31 2025,Brown,WI,Passenger,1,0,1,4,5,20
August 31 2021,El Paso,CO,Passenger,3,2,5,735,740,0.68
November 30 2020,Placer,CA,Passenger,2,0,2,99,101,1.98
November 30 2018,Moore,NC,Passenger,0,1,1,193,194,0.52
February 28 2021,King,WA,Truck,6,1,7,184071,184078,0
February 28 2023,Montgomery,MD,Passenger,4,5,9,231,240,3.75
August 31 2024,Douglas,CO,Passenger,2,2,4,60,64,6.25
July 31 2020,Douglas,NE,Passenger,0,1,1,58,59,1.69
December 31 2025,Coryell,TX,Passenger,1,0,1,47,48,2.08
February 28 2026,Harford,MD,Passenger,4,0,4,39,43,9.3
October 31 2024,Madison,IL,Passenger,1,0,1,10,11,9.09
May 31 2023,Los Angeles,CA,Passenger,10,5,15,923,938,1.6
January 31 2024,San Mateo,CA,Truck,1,0,1,6,7,14.29
March 31 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
August 31 2024,Hays,TX,Passenger,2,0,2,11,13,15.38
June 30 2024,Bergen,NJ,Passenger,2,0,2,13,15,13.33
September 30 2021,Williamson,TX,Passenger,1,2,3,149,152,1.97
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
April 30 2018,Ferry,WA,Truck,0,0,0,3499,3499,0
January 31 2022,Lincoln,OR,Passenger,1,1,2,41,43,4.65
January 31 2023,Kauai,HI,Passenger,1,0,1,17,18,5.56
January 31 2026,Bucks,PA,Passenger,1,1,2,8,10,20
May 31 2021,Grant,WA,Truck,0,0,0,27839,27839,0
June 30 2018,Orange,CA,Passenger,5,1,6,605,611,0.98
August 31 2018,Pinal,AZ,Passenger,2,0,2,229,231,0.87
October 31 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
August 31 2020,Yolo,CA,Passenger,1,0,1,42,43,2.33
February 28 2025,Jefferson,LA,Passenger,1,0,1,25,26,3.85
June 30 2025,Klickitat,WA,Passenger,288,132,420,15252,15672,2.68
April 30 2022,Hampton,VA,Passenger,1,0,1,109,110,0.91
February 28 2026,Texas,MO,Passenger,1,0,1,2,3,33.33
May 31 2024,Nueces,TX,Passenger,2,0,2,63,65,3.08
November 30 2020,Skamania,WA,Truck,0,0,0,4006,4006,0
March 31 2025,Whatcom,WA,Passenger,4211,1440,5651,147364,153015,3.69
December 31 2018,Muskogee,OK,Passenger,0,1,1,3,4,25
April 30 2022,Tarrant,TX,Passenger,4,0,4,186,190,2.11
October 31 2020,Anne Arundel,MD,Passenger,1,1,2,403,405,0.49
August 31 2022,Orange,NY,Passenger,0,1,1,58,59,1.69
April 30 2022,Yavapai,AZ,Passenger,0,1,1,47,48,2.08
May 31 2022,DeKalb,GA,Passenger,1,0,1,61,62,1.61
June 30 2025,Madison,AL,Passenger,2,0,2,45,47,4.26
July 31 2023,Orange,NY,Passenger,0,1,1,51,52,1.92
November 30 2019,Muskogee,OK,Passenger,0,1,1,2,3,33.33
January 31 2019,King,WA,Truck,6,1,7,182231,182238,0
November 30 2025,Thurston,WA,Truck,300,0,300,52486,52786,0.57
April 30 2018,Yakima,WA,Truck,0,0,0,58200,58200,0
January 31 2022,Thurston,WA,Passenger,1916,973,2889,195475,198364,1.46
June 30 2022,Ferry,WA,Passenger,19,4,23,4396,4419,0.52
October 31 2023,Essex,NJ,Passenger,1,0,1,10,11,9.09
February 28 2022,Douglas,WA,Truck,0,0,0,12673,12673,0
January 31 2021,San Mateo,CA,Passenger,2,1,3,138,141,2.13
January 31 2026,Whitman,WA,Passenger,351,170,521,21587,22108,2.36
October 31 2021,District of Columbia,DC,Passenger,5,0,5,192,197,2.54
July 31 2025,Skamania,WA,Truck,14,0,14,3814,3828,0.37
May 31 2018,Franklin,WA,Truck,0,0,0,18638,18638,0
August 31 2020,Harnett,NC,Passenger,1,0,1,204,205,0.49
May 31 2023,Otero,NM,Passenger,0,1,1,29,30,3.33
November 30 2022,Gwinnett,GA,Passenger,2,0,2,65,67,2.99
February 28 2026,Kootenai,ID,Passenger,3,0,3,94,97,3.09
May 31 2017,Ferry,WA,Truck,0,0,0,3549,3549,0
May 31 2017,San Diego,CA,Passenger,4,2,6,2775,2781,0.22
August 31 2025,Monroe,WI,Passenger,0,1,1,11,12,8.33
March 31 2023,Hamilton,IN,Passenger,1,0,1,28,29,3.45
June 30 2021,Kootenai,ID,Passenger,0,2,2,242,244,0.82
January 31 2025,Newport,RI,Passenger,0,2,2,61,63,3.17
February 29 2024,Isle of Wight,VA,Passenger,0,1,1,21,22,4.55
December 31 2018,Skamania,WA,Truck,0,0,0,4010,4010,0
January 31 2021,Douglas,WA,Truck,0,0,0,12494,12494,0
November 30 2025,Santa Clara,CA,Passenger,20,2,22,174,196,11.22
November 30 2024,Elbert,GA,Passenger,1,0,1,0,1,100
May 31 2021,Grant,WA,Passenger,102,87,189,66766,66955,0.28
October 31 2021,Geary,KS,Passenger,1,0,1,106,107,0.93
May 31 2025,Jefferson,WA,Passenger,916,350,1266,23920,25186,5.03
October 31 2017,Klickitat,WA,Passenger,23,27,50,14807,14857,0.34
July 31 2025,Douglas,CO,Passenger,1,2,3,41,44,6.82
December 31 2024,Mercer,NJ,Passenger,0,1,1,9,10,10
September 30 2017,DeKalb,GA,Passenger,2,0,2,86,88,2.27
September 30 2024,Canadian,OK,Passenger,1,0,1,14,15,6.67
July 31 2023,Columbia,WA,Passenger,11,1,12,2413,2425,0.49
March 31 2019,Hawaii,HI,Passenger,1,0,1,73,74,1.35
August 31 2025,King,WA,Truck,2792,1,2793,168539,171332,1.63
September 30 2018,Kootenai,ID,Passenger,0,2,2,233,235,0.85
June 30 2021,Cumberland,NC,Passenger,0,2,2,444,446,0.45
May 31 2023,Columbia,GA,Passenger,1,1,2,86,88,2.27
July 31 2024,Texas,MO,Passenger,1,0,1,2,3,33.33
May 31 2019,Twin Falls,ID,Passenger,0,1,1,26,27,3.7
December 31 2022,Lincoln,OR,Passenger,2,1,3,32,35,8.57
June 30 2023,San Bernardino,CA,Passenger,4,1,5,383,388,1.29
August 31 2023,Mecklenburg,NC,Passenger,3,0,3,69,72,4.17
December 31 2018,Mecklenburg,NC,Passenger,1,0,1,90,91,1.1
June 30 2022,Lexington,SC,Passenger,1,0,1,27,28,3.57
March 31 2022,Franklin,WA,Passenger,179,106,285,61962,62247,0.46
January 31 2023,Mason,WA,Passenger,377,188,565,46614,47179,1.2
February 28 2017,King,WA,Truck,8,1,9,190383,190392,0
March 31 2019,Island,WA,Passenger,300,235,535,62987,63522,0.84
February 28 2022,Wahkiakum,WA,Truck,0,0,0,1812,1812,0
June 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50
March 31 2024,Beaufort,SC,Passenger,2,0,2,43,45,4.44
November 30 2024,Atascosa,TX,Passenger,1,0,1,2,3,33.33
May 31 2020,Washoe,NV,Passenger,1,0,1,117,118,0.85
October 31 2023,Montgomery,AL,Passenger,1,1,2,32,34,5.88
July 31 2020,Brevard,FL,Passenger,0,1,1,94,95,1.05
September 30 2021,Mecklenburg,NC,Passenger,1,0,1,101,102,0.98
May 31 2024,St. Louis,MO,Passenger,1,0,1,72,73,1.37
May 31 2024,Klickitat,WA,Passenger,204,85,289,15044,15333,1.88
August 31 2017,Manatee,FL,Passenger,1,0,1,47,48,2.08
July 31 2024,District of Columbia,DC,Passenger,3,1,4,153,157,2.55
January 31 2024,Jefferson,IL,Passenger,1,0,1,2,3,33.33
December 31 2019,Lake,IL,Passenger,1,0,1,174,175,0.57
June 30 2020,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
December 31 2023,Asotin,WA,Truck,0,0,0,6571,6571,0
February 28 2019,Lincoln,OR,Passenger,1,0,1,60,61,1.64
September 30 2017,Asotin,WA,Passenger,7,5,12,12454,12466,0.1
January 31 2023,Island,WA,Passenger,947,396,1343,60676,62019,2.17
May 31 2022,Adams,WA,Truck,0,0,0,5470,5470,0
October 31 2018,Jefferson,WA,Truck,0,0,0,9602,9602,0
March 31 2023,Kern,CA,Passenger,3,1,4,225,229,1.75
February 28 2019,Montgomery,AL,Passenger,1,1,2,40,42,4.76
March 31 2024,Kittitas,WA,Truck,24,0,24,14668,14692,0.16
January 31 2019,Clay,FL,Passenger,0,1,1,92,93,1.08
March 31 2025,Snohomish,WA,Truck,713,0,713,119156,119869,0.59
July 31 2022,Platte,MO,Passenger,1,1,2,23,25,8
April 30 2021,Harris,TX,Passenger,1,1,2,278,280,0.71
April 30 2020,New London,CT,Passenger,0,1,1,237,238,0.42
July 31 2022,Spokane,WA,Passenger,1665,861,2526,323389,325915,0.78
May 31 2019,Cowlitz,WA,Passenger,95,107,202,72875,73077,0.28
April 30 2025,Broward,FL,Passenger,2,0,2,59,61,3.28
September 30 2018,Norfolk,VA,Passenger,2,2,4,328,332,1.2
July 31 2023,Columbia,WA,Truck,0,0,0,1541,1541,0
November 30 2017,Lewis,WA,Passenger,53,41,94,56421,56515,0.17
February 28 2023,Walla Walla,WA,Passenger,204,107,311,35579,35890,0.87
December 31 2018,Garfield,OK,Passenger,1,0,1,16,17,5.88
June 30 2024,St. Johns,FL,Passenger,1,0,1,43,44,2.27
September 30 2018,Klickitat,WA,Passenger,24,32,56,15353,15409,0.36
December 31 2022,Sedgwick,KS,Passenger,0,1,1,84,85,1.18
August 31 2018,Dale,AL,Passenger,0,1,1,55,56,1.79
October 31 2020,Richland,SC,Passenger,0,1,1,156,157,0.64
August 31 2025,Kane,IL,Passenger,1,1,2,9,11,18.18
August 31 2024,Tompkins,NY,Passenger,1,0,1,13,14,7.14
January 31 2021,Gwinnett,GA,Passenger,2,0,2,71,73,2.74
March 31 2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12
November 30 2023,Johnson,MO,Passenger,1,0,1,25,26,3.85
April 30 2025,Cumberland,PA,Passenger,1,0,1,36,37,2.7
June 30 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
November 30 2023,Lincoln,OR,Passenger,2,0,2,34,36,5.56
October 31 2021,Weld,CO,Passenger,1,0,1,40,41,2.44
October 31 2023,Loudoun,VA,Passenger,2,1,3,68,71,4.23
April 30 2023,Harnett,NC,Passenger,4,0,4,166,170,2.35
August 31 2023,Laramie,WY,Passenger,1,0,1,45,46,2.17
June 30 2024,Providence,RI,Passenger,1,0,1,22,23,4.35
May 31 2019,Jefferson,NY,Passenger,0,1,1,215,216,0.46
February 28 2021,San Juan,WA,Truck,0,0,0,5859,5859,0
January 31 2026,Oldham,KY,Passenger,0,1,1,3,4,25
December 31 2021,Chelan,WA,Truck,0,0,0,23079,23079,0
November 30 2024,Camden,GA,Passenger,1,0,1,109,110,0.91
January 31 2023,New London,CT,Passenger,1,3,4,223,227,1.76
December 31 2021,Gwinnett,GA,Passenger,2,0,2,71,73,2.74
May 31 2022,Chesapeake,VA,Passenger,3,1,4,402,406,0.99
June 30 2022,Jefferson,WA,Truck,2,0,2,9449,9451,0.02
June 30 2022,Burlington,NJ,Passenger,0,2,2,112,114,1.75
January 31 2017,Utah,UT,Passenger,0,1,1,208,209,0.48
September 30 2023,Clark,WA,Truck,117,0,117,81038,81155,0.14
August 31 2024,Skamania,WA,Truck,5,0,5,3849,3854,0.13
September 30 2025,Kittitas,WA,Passenger,732,190,922,29416,30338,3.04
December 31 2022,Thurston,WA,Passenger,2609,1128,3737,190840,194577,1.92
February 28 2021,Mason,WA,Passenger,178,134,312,47580,47892,0.65
January 31 2023,Hamilton,OH,Passenger,1,0,1,52,53,1.89
April 30 2019,Franklin,WA,Truck,0,0,0,19212,19212,0
June 30 2019,El Paso,CO,Passenger,3,2,5,756,761,0.66
